long,lat
-99.5172413793,41.1379310345
-99.5172413793,41.3448275862
-99.5172413793,41.5517241379
-99.5172413793,41.7586206897
-99.5172413793,41.9655172414
-99.5172413793,42.1724137931
-99.5172413793,42.3793103448
-99.5172413793,42.5862068966
-99.5172413793,42.7931034483
-99.5172413793,43.0
-99.3103448276,37.0
-99.3103448276,37.2068965517
-99.3103448276,37.4137931034
-99.3103448276,37.6206896552
-99.3103448276,37.8275862069
-99.3103448276,38.0344827586
-99.3103448276,38.2413793103
-99.3103448276,38.4482758621
-99.3103448276,38.6551724138
-99.3103448276,38.8620689655
-99.3103448276,39.0689655172
-99.3103448276,39.275862069
-99.3103448276,39.4827586207
-99.3103448276,39.6896551724
-99.3103448276,39.8965517241
-99.3103448276,40.1034482759
-99.3103448276,40.3103448276
-99.3103448276,40.5172413793
-99.3103448276,40.724137931
-99.3103448276,40.9310344828
-99.3103448276,41.1379310345
-99.3103448276,41.3448275862
-99.3103448276,41.5517241379
-99.3103448276,41.7586206897
-99.3103448276,41.9655172414
-99.3103448276,42.1724137931
-99.3103448276,42.3793103448
-99.3103448276,42.5862068966
-99.3103448276,42.7931034483
-99.3103448276,43.0
-99.1034482759,37.0
-99.1034482759,37.2068965517
-99.1034482759,37.4137931034
-99.1034482759,37.6206896552
-99.1034482759,37.8275862069
-99.1034482759,38.0344827586
-99.1034482759,38.2413793103
-99.1034482759,38.4482758621
-99.1034482759,38.6551724138
-99.1034482759,38.8620689655
-99.1034482759,39.0689655172
-99.1034482759,39.275862069
-99.1034482759,39.4827586207
-99.1034482759,39.6896551724
-99.1034482759,39.8965517241
-99.1034482759,40.1034482759
-99.1034482759,40.3103448276
-99.1034482759,40.5172413793
-99.1034482759,40.724137931
-99.1034482759,40.9310344828
-99.1034482759,41.1379310345
-99.1034482759,41.3448275862
-99.1034482759,41.5517241379
-99.1034482759,41.7586206897
-99.1034482759,41.9655172414
-99.1034482759,42.1724137931
-99.1034482759,42.3793103448
-99.1034482759,42.5862068966
-99.1034482759,42.7931034483
-99.1034482759,43.0
-98.8965517241,37.0
-98.8965517241,37.2068965517
-98.8965517241,37.4137931034
-98.8965517241,37.6206896552
-98.8965517241,37.8275862069
-98.8965517241,38.0344827586
-98.8965517241,38.2413793103
-98.8965517241,38.4482758621
-98.8965517241,38.6551724138
-98.8965517241,38.8620689655
-98.8965517241,39.0689655172
-98.8965517241,39.275862069
-98.8965517241,39.4827586207
-98.8965517241,39.6896551724
-98.8965517241,39.8965517241
-98.8965517241,40.1034482759
-98.8965517241,40.3103448276
-98.8965517241,40.5172413793
-98.8965517241,40.724137931
-98.8965517241,40.9310344828
-98.8965517241,41.1379310345
-98.8965517241,41.3448275862
-98.8965517241,41.5517241379
-98.8965517241,41.7586206897
-98.8965517241,41.9655172414
-98.8965517241,42.1724137931
-98.8965517241,42.3793103448
-98.8965517241,42.5862068966
-98.8965517241,42.7931034483
-98.8965517241,43.0
-98.6896551724,37.0
-98.6896551724,37.2068965517
-98.6896551724,37.4137931034
-98.6896551724,37.6206896552
-98.6896551724,37.8275862069
-98.6896551724,38.0344827586
-98.6896551724,38.2413793103
-98.6896551724,38.4482758621
-98.6896551724,38.6551724138
-98.6896551724,38.8620689655
-98.6896551724,39.0689655172
-98.6896551724,39.275862069
-98.6896551724,39.4827586207
-98.6896551724,39.6896551724
-98.6896551724,39.8965517241
-98.6896551724,40.1034482759
-98.6896551724,40.3103448276
-98.6896551724,40.5172413793
-98.6896551724,40.724137931
-98.6896551724,40.9310344828
-98.6896551724,41.1379310345
-98.6896551724,41.3448275862
-98.6896551724,41.5517241379
-98.6896551724,41.7586206897
-98.6896551724,41.9655172414
-98.6896551724,42.1724137931
-98.6896551724,42.3793103448
-98.6896551724,42.5862068966
-98.6896551724,42.7931034483
-98.6896551724,43.0
-98.4827586207,37.0
-98.4827586207,37.2068965517
-98.4827586207,37.4137931034
-98.4827586207,37.6206896552
-98.4827586207,37.8275862069
-98.4827586207,38.0344827586
-98.4827586207,38.2413793103
-98.4827586207,38.4482758621
-98.4827586207,38.6551724138
-98.4827586207,38.8620689655
-98.4827586207,39.0689655172
-98.4827586207,39.275862069
-98.4827586207,39.4827586207
-98.4827586207,39.6896551724
-98.4827586207,39.8965517241
-98.4827586207,40.1034482759
-98.4827586207,40.3103448276
-98.4827586207,40.5172413793
-98.4827586207,40.724137931
-98.4827586207,40.9310344828
-98.4827586207,41.1379310345
-98.4827586207,41.3448275862
-98.4827586207,41.5517241379
-98.4827586207,41.7586206897
-98.4827586207,41.9655172414
-98.4827586207,42.1724137931
-98.4827586207,42.3793103448
-98.4827586207,42.5862068966
-98.4827586207,42.7931034483
-98.4827586207,43.0
-98.275862069,37.0
-98.275862069,37.2068965517
-98.275862069,37.4137931034
-98.275862069,37.6206896552
-98.275862069,37.8275862069
-98.275862069,38.0344827586
-98.275862069,38.2413793103
-98.275862069,38.4482758621
-98.275862069,38.6551724138
-98.275862069,38.8620689655
-98.275862069,39.0689655172
-98.275862069,39.275862069
-98.275862069,39.4827586207
-98.275862069,39.6896551724
-98.275862069,39.8965517241
-98.275862069,40.1034482759
-98.275862069,40.3103448276
-98.275862069,40.5172413793
-98.275862069,40.724137931
-98.275862069,40.9310344828
-98.275862069,41.1379310345
-98.275862069,41.3448275862
-98.275862069,41.5517241379
-98.275862069,41.7586206897
-98.275862069,41.9655172414
-98.275862069,42.1724137931
-98.275862069,42.3793103448
-98.275862069,42.5862068966
-98.275862069,42.7931034483
-98.275862069,43.0
-98.0689655172,37.0
-98.0689655172,37.2068965517
-98.0689655172,37.4137931034
-98.0689655172,37.6206896552
-98.0689655172,37.8275862069
-98.0689655172,38.0344827586
-98.0689655172,38.2413793103
-98.0689655172,38.4482758621
-98.0689655172,38.6551724138
-98.0689655172,38.8620689655
-98.0689655172,39.0689655172
-98.0689655172,39.275862069
-98.0689655172,39.4827586207
-98.0689655172,39.6896551724
-98.0689655172,39.8965517241
-98.0689655172,40.1034482759
-98.0689655172,40.3103448276
-98.0689655172,40.5172413793
-98.0689655172,40.724137931
-98.0689655172,40.9310344828
-98.0689655172,41.1379310345
-98.0689655172,41.3448275862
-98.0689655172,41.5517241379
-98.0689655172,41.7586206897
-98.0689655172,41.9655172414
-98.0689655172,42.1724137931
-98.0689655172,42.3793103448
-98.0689655172,42.5862068966
-98.0689655172,42.7931034483
-98.0689655172,43.0
-97.8620689655,37.0
-97.8620689655,37.2068965517
-97.8620689655,37.4137931034
-97.8620689655,37.6206896552
-97.8620689655,37.8275862069
-97.8620689655,38.0344827586
-97.8620689655,38.2413793103
-97.8620689655,38.4482758621
-97.8620689655,38.6551724138
-97.8620689655,38.8620689655
-97.8620689655,39.0689655172
-97.8620689655,39.275862069
-97.8620689655,39.4827586207
-97.8620689655,39.6896551724
-97.8620689655,39.8965517241
-97.8620689655,40.1034482759
-97.8620689655,40.3103448276
-97.8620689655,40.5172413793
-97.8620689655,40.724137931
-97.8620689655,40.9310344828
-97.8620689655,41.1379310345
-97.8620689655,41.3448275862
-97.8620689655,41.5517241379
-97.8620689655,41.7586206897
-97.8620689655,41.9655172414
-97.8620689655,42.1724137931
-97.8620689655,42.3793103448
-97.8620689655,42.5862068966
-97.8620689655,42.7931034483
-97.8620689655,43.0
-97.6551724138,37.0
-97.6551724138,37.2068965517
-97.6551724138,37.4137931034
-97.6551724138,37.6206896552
-97.6551724138,37.8275862069
-97.6551724138,38.0344827586
-97.6551724138,38.2413793103
-97.6551724138,38.4482758621
-97.6551724138,38.6551724138
-97.6551724138,38.8620689655
-97.6551724138,39.0689655172
-97.6551724138,39.275862069
-97.6551724138,39.4827586207
-97.6551724138,39.6896551724
-97.6551724138,39.8965517241
-97.6551724138,40.1034482759
-97.6551724138,40.3103448276
-97.6551724138,40.5172413793
-97.6551724138,40.724137931
-97.6551724138,40.9310344828
-97.6551724138,41.1379310345
-97.6551724138,41.3448275862
-97.6551724138,41.5517241379
-97.6551724138,41.7586206897
-97.6551724138,41.9655172414
-97.6551724138,42.1724137931
-97.6551724138,42.3793103448
-97.6551724138,42.5862068966
-97.6551724138,42.7931034483
-97.6551724138,43.0
-97.4482758621,37.0
-97.4482758621,37.2068965517
-97.4482758621,37.4137931034
-97.4482758621,37.6206896552
-97.4482758621,37.8275862069
-97.4482758621,38.0344827586
-97.4482758621,38.2413793103
-97.4482758621,38.4482758621
-97.4482758621,38.6551724138
-97.4482758621,38.8620689655
-97.4482758621,39.0689655172
-97.4482758621,39.275862069
-97.4482758621,39.4827586207
-97.4482758621,39.6896551724
-97.4482758621,39.8965517241
-97.4482758621,40.1034482759
-97.4482758621,40.3103448276
-97.4482758621,40.5172413793
-97.4482758621,40.724137931
-97.4482758621,40.9310344828
-97.4482758621,41.1379310345
-97.4482758621,41.3448275862
-97.4482758621,41.5517241379
-97.4482758621,41.7586206897
-97.4482758621,41.9655172414
-97.4482758621,42.1724137931
-97.4482758621,42.3793103448
-97.4482758621,42.5862068966
-97.4482758621,42.7931034483
-97.4482758621,43.0
-97.2413793103,37.0
-97.2413793103,37.2068965517
-97.2413793103,37.4137931034
-97.2413793103,37.6206896552
-97.2413793103,37.8275862069
-97.2413793103,38.0344827586
-97.2413793103,38.2413793103
-97.2413793103,38.4482758621
-97.2413793103,38.6551724138
-97.2413793103,38.8620689655
-97.2413793103,39.0689655172
-97.2413793103,39.275862069
-97.2413793103,39.4827586207
-97.2413793103,39.6896551724
-97.2413793103,39.8965517241
-97.2413793103,40.1034482759
-97.2413793103,40.3103448276
-97.2413793103,40.5172413793
-97.2413793103,40.724137931
-97.2413793103,40.9310344828
-97.2413793103,41.1379310345
-97.2413793103,41.3448275862
-97.2413793103,41.5517241379
-97.2413793103,41.7586206897
-97.2413793103,41.9655172414
-97.2413793103,42.1724137931
-97.2413793103,42.3793103448
-97.2413793103,42.5862068966
-97.2413793103,42.7931034483
-97.2413793103,43.0
-97.0344827586,37.0
-97.0344827586,37.2068965517
-97.0344827586,37.4137931034
-97.0344827586,37.6206896552
-97.0344827586,37.8275862069
-97.0344827586,38.0344827586
-97.0344827586,38.2413793103
-97.0344827586,38.4482758621
-97.0344827586,38.6551724138
-97.0344827586,38.8620689655
-97.0344827586,39.0689655172
-97.0344827586,39.275862069
-97.0344827586,39.4827586207
-97.0344827586,39.6896551724
-97.0344827586,39.8965517241
-97.0344827586,40.1034482759
-97.0344827586,40.3103448276
-97.0344827586,40.5172413793
-97.0344827586,40.724137931
-97.0344827586,40.9310344828
-97.0344827586,41.1379310345
-97.0344827586,41.3448275862
-97.0344827586,41.5517241379
-97.0344827586,41.7586206897
-97.0344827586,41.9655172414
-97.0344827586,42.1724137931
-97.0344827586,42.3793103448
-97.0344827586,42.5862068966
-97.0344827586,42.7931034483
-97.0344827586,43.0
-96.8275862069,37.0
-96.8275862069,37.2068965517
-96.8275862069,37.4137931034
-96.8275862069,37.6206896552
-96.8275862069,37.8275862069
-96.8275862069,38.0344827586
-96.8275862069,38.2413793103
-96.8275862069,38.4482758621
-96.8275862069,38.6551724138
-96.8275862069,38.8620689655
-96.8275862069,39.0689655172
-96.8275862069,39.275862069
-96.8275862069,39.4827586207
-96.8275862069,39.6896551724
-96.8275862069,39.8965517241
-96.8275862069,40.1034482759
-96.8275862069,40.3103448276
-96.8275862069,40.5172413793
-96.8275862069,40.724137931
-96.8275862069,40.9310344828
-96.8275862069,41.1379310345
-96.8275862069,41.3448275862
-96.8275862069,41.5517241379
-96.8275862069,41.7586206897
-96.8275862069,41.9655172414
-96.8275862069,42.1724137931
-96.8275862069,42.3793103448
-96.8275862069,42.5862068966
-96.8275862069,42.7931034483
-96.8275862069,43.0
-96.6206896552,37.0
-96.6206896552,37.2068965517
-96.6206896552,37.4137931034
-96.6206896552,37.6206896552
-96.6206896552,37.8275862069
-96.6206896552,38.0344827586
-96.6206896552,38.2413793103
-96.6206896552,38.4482758621
-96.6206896552,38.6551724138
-96.6206896552,38.8620689655
-96.6206896552,39.0689655172
-96.6206896552,39.275862069
-96.6206896552,39.4827586207
-96.6206896552,39.6896551724
-96.6206896552,39.8965517241
-96.6206896552,40.1034482759
-96.6206896552,40.3103448276
-96.6206896552,40.5172413793
-96.6206896552,40.724137931
-96.6206896552,40.9310344828
-96.6206896552,41.1379310345
-96.6206896552,41.3448275862
-96.6206896552,41.5517241379
-96.6206896552,41.7586206897
-96.6206896552,41.9655172414
-96.6206896552,42.1724137931
-96.6206896552,42.3793103448
-96.6206896552,42.5862068966
-96.6206896552,42.7931034483
-96.6206896552,43.0
-96.4137931034,37.0
-96.4137931034,37.2068965517
-96.4137931034,37.4137931034
-96.4137931034,37.6206896552
-96.4137931034,37.8275862069
-96.4137931034,38.0344827586
-96.4137931034,38.2413793103
-96.4137931034,38.4482758621
-96.4137931034,38.6551724138
-96.4137931034,38.8620689655
-96.4137931034,39.0689655172
-96.4137931034,39.275862069
-96.4137931034,39.4827586207
-96.4137931034,39.6896551724
-96.4137931034,39.8965517241
-96.4137931034,40.1034482759
-96.4137931034,40.3103448276
-96.4137931034,40.5172413793
-96.4137931034,40.724137931
-96.4137931034,40.9310344828
-96.4137931034,41.1379310345
-96.4137931034,41.3448275862
-96.4137931034,41.5517241379
-96.4137931034,41.7586206897
-96.4137931034,41.9655172414
-96.4137931034,42.1724137931
-96.4137931034,42.3793103448
-96.4137931034,42.5862068966
-96.4137931034,42.7931034483
-96.4137931034,43.0
-96.2068965517,37.0
-96.2068965517,37.2068965517
-96.2068965517,37.4137931034
-96.2068965517,37.6206896552
-96.2068965517,37.8275862069
-96.2068965517,38.0344827586
-96.2068965517,38.2413793103
-96.2068965517,38.4482758621
-96.2068965517,38.6551724138
-96.2068965517,38.8620689655
-96.2068965517,39.0689655172
-96.2068965517,39.275862069
-96.2068965517,39.4827586207
-96.2068965517,39.6896551724
-96.2068965517,39.8965517241
-96.2068965517,40.1034482759
-96.2068965517,40.3103448276
-96.2068965517,40.5172413793
-96.2068965517,40.724137931
-96.2068965517,40.9310344828
-96.2068965517,41.1379310345
-96.2068965517,41.3448275862
-96.2068965517,41.5517241379
-96.2068965517,41.7586206897
-96.2068965517,41.9655172414
-96.2068965517,42.1724137931
-96.2068965517,42.3793103448
-96.2068965517,42.5862068966
-96.2068965517,42.7931034483
-96.2068965517,43.0
-96.0,37.0
-96.0,37.2068965517
-96.0,37.4137931034
-96.0,37.6206896552
-96.0,37.8275862069
-96.0,38.0344827586
-96.0,38.2413793103
-96.0,38.4482758621
-96.0,38.6551724138
-96.0,38.8620689655
-96.0,39.0689655172
-96.0,39.275862069
-96.0,39.4827586207
-96.0,39.6896551724
-96.0,39.8965517241
-96.0,40.1034482759
-96.0,40.3103448276
-96.0,40.5172413793
-96.0,40.724137931
-96.0,40.9310344828
-96.0,41.1379310345
-96.0,41.3448275862
-96.0,41.5517241379
-96.0,41.7586206897
-96.0,41.9655172414
-96.0,42.1724137931
-96.0,42.3793103448
-96.0,42.5862068966
-96.0,42.7931034483
-96.0,43.0
